Row,NERR Site ID ,Station Code,Station Name,Lat Long,Latitude , Longitude, Status, Active Dates, State, Reserve Name,Real Time,HADS ID,GMT Offset,Station Type,Region,isSWMP,Parameters Reported
66,elk                                               ,elksmwq   ,South Marsh                             ,36° 49' 4.44 N - 121° 44' 21.84 W,36.8179,121.7394,Active    ,Jun 1995-,ca        ,Elkhorn Slough                                    ,R         ,3B026768  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,ChlFluor,Depth,cDepth"
67,elk                                               ,elkvmnut  ,Vierra Mouth                            ,36° 48' 39.96 N - 121° 46' 45.22 W,36.8111,121.7792,Active    ,Apr 2002-,ca        ,Elkhorn Slough                                    ,,,-8        ,2,6,P,"PO4F,NH4F,NO2F,NO3F,NO23F,CHLA_N,DIN,SIO4F,PHEA"
68,elk                                               ,elkvmwq   ,Vierra Mouth                            ,36° 48' 39.96 N - 121° 46' 45.22 W,36.8111,121.7792,Active    ,Mar 2001-,ca        ,Elkhorn Slough                                    ,R         ,3B04D428  ,-8        ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,Depth,cDepth"
69,gnd                                               ,gndbcwq   ,Bayou Cumbest                           ,30° 23' 0.96 N - 88° 26' 11.04 W,30.3836,88.4364,Active    ,Mar 2004-,ms        ,Grand Bay                                         ,R         ,3B0474D0  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
70,gnd                                               ,gndbhwq   ,Bayou Heron                             ,30° 25' 4.08 N - 88° 24' 19.44 W,30.4178,88.4054,Active    ,Jan 2004-,ms        ,Grand Bay                                         ,R         ,3B006C4E  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
71,gnd                                               ,gndblwq   ,Bangs Lake                              ,30° 21' 25.56 N - 88° 27' 46.44 W,30.3571,88.4629,Active    ,Mar 2004-,ms        ,Grand Bay                                         ,R         ,3B007F38  ,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
72,gnd                                               ,gndcrwq   ,Crooked Bayou                           ,30° 21' 35.64 N - 88° 25' 8.40 W,30.3599,88.419,Inactive  ,Jan 2004-May 2004; Aug 2004-Aug 2005,ms        ,Grand Bay                                         ,,,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
283,gnd                                               ,gndbhnut  ,Bayou Heron                             ,30° 25' 4.08 N - 88° 24' 19.44 W,30.4178,88.4054,Active    ,Feb 2005 - ,ms        ,Grand Bay                                         ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,TSS,NO2F,DOP,TDP,DON,TDN,PHEA,TFS,TVS"
284,gnd                                               ,gndcrnut  ,Crooked Bayou                           ,30° 21' 32.76 N - 88° 25' 12.00 W,30.3591,88.4200,Inactive  ,Feb 2005 - July 2005,ms        ,Grand Bay                                         ,,,-6        ,2,4,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,DOP,PHEA,TDP,TFS,TSS,TVS"
285,gnd                                               ,gndpcnut  ,Point Aux Chenes                        ,30° 20' 54.96 N - 88° 25' 6.60 W,30.3486,88.4185,Active    ,Feb 2005 -,ms        ,Grand Bay                                         ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,TSS,NO2F,TDP,DON,DOP,TDN,PHEA,TFS,TVS"
286,gnd                                               ,gndbcnut  ,Bayou Cumbest                           ,30° 23' 0.96 N - 88° 26' 11.04 W,30.3836,88.4364,Active    ,Feb 2005 - ,ms        ,Grand Bay                                         ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,TSS,NO2F,NO3F,TDP,DON,TDN,PHEA,TFS,TVS,DOP"
287,gnd                                               ,gndblnut  ,Bangs Lake                              ,30° 21' 25.56 N - 88° 27' 46.44 W,30.3571,88.4629,Active    ,Feb 2005 - ,ms        ,Grand Bay                                         ,,,-6        ,2,4,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,TSS,NO2F,DOP,TDP,DON,TDN,PHEA,NO3F,TFS,TVS"
288,gnd                                               ,gndbnnut  ,Bangs Lake North                        ,30° 22' 0.84 N - 88° 28' 15.60 W,30.3669,88.4711,Active    ,Feb 2005 - ,ms        ,Grand Bay                                         ,,,-6        ,2,4,S,"PO4F,NH4F,NO23F,CHLA_N,DIN,TSS,NO2F,NO3F,DOP,TDP,DON,TDN,PHEA,TFS,TVS"
276,gnd                                               ,gndpcwq   ,Point Aux Chenes Bay                    ,30° 20' 54.96 N - 88° 25' 6.60 W,30.3486,88.4185,Active    ,Aug 2005-,ms        ,Grand Bay                                         ,,,-6        ,1,4,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
277,gnd                                               ,gndcrmet  ,Crooked Bayou                           ,30° 21' 33.12 N - 88° 25' 12.00 W,30.3592,88.4200,Active    ,Aug 2004-,ms        ,Grand Bay                                         ,R         ,3B0190E2  ,-6        ,0,4,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
474,gnd                                               ,gndhsnut  ,Bayou Heron Surface                     ,30° 25' 4.08 N - 88° 24' 19.44 W,30.4178,88.4054,Active    ,Feb 2005-,MS        ,Grand Bay                                         ,,,-6        ,2,4,S,"PO4F,NH4F,NO23F,CHLA_N,DIN,TSS,NO2F,TDP,NO3F,DON,TDN,PHEA,DOP,TFS,TVS"
281,grb                                               ,grbglmet  ,Greenland                               ,43° 3' 31.56 N - 70° 49' 49.38 W,43.058768,70.830383,Active    ,Oct 2005-,nh        ,Great Bay                                         ,R         ,3B023714  ,-5        ,0,0,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
73,grb                                               ,grbgbmet  ,Great Bay                               ,43° 5' 31.56 N - 70° 51' 51.12 W,43.0921,70.8642,Inactive  ,Jul 2001-Oct 2005,nh        ,Great Bay                                         ,,,-5        ,0,0,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp"
74,grb                                               ,grbgbnut  ,Great Bay                               ,43° 4' 19.92 N - 70° 52' 9.84 W,43.0722,70.8694,Active    ,Apr 2002-,nh        ,Great Bay                                         ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DOC,DON,DO_N,DO_S_N,KD_N,POC,PON,SALT_N,TDN,TN,TOC,TSS,ECOLI_CFU,ENTERO_CFU,FECCOL_CFU,TON,PHEA,NO2F,NO3F,SIO4F,TDEP_N,CLOUD,PRECIP,TIDE,WAVHGT,WINDIR,WINSPD"
75,grb                                               ,grbgbwq   ,Great Bay                               ,43° 4' 19.92 N - 70° 52' 9.84 W,43.0722,70.8694,Active    ,Jul 1995-,nh        ,Great Bay                                         ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
76,grb                                               ,grblrnut  ,Lamprey River                           ,43° 4' 48.00 N - 70° 56' 3.84 W,43.08,70.9344,Active    ,Apr 2002-,nh        ,Great Bay                                         ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DOC,DON,DO_N,DO_S_N,ECOLI_CFU,ENTFEC_CFU,FECCOL_CFU,KD_N,POC,PON,SALT_N,TDN,TN,TOC,TSS,ENTERO_CFU,TON,PHEA,NO2F,NO3F,SIO4F,TDEP_N,CLOUD,PRECIP,TIDE,WAVHGT,WINDIR,WINSPD"
77,grb                                               ,grblrwq   ,Lamprey River                           ,43° 4' 48.00 N - 70° 56' 3.84 W,43.08,70.9344,Active    ,Oct 1998-,nh        ,Great Bay                                         ,R         ,3B03437E  ,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
78,grb                                               ,grbornut  ,Oyster River                            ,43° 8' 2.40 N - 70° 54' 39.60 W,43.134,70.911,Active    ,May 2002-,nh        ,Great Bay                                         ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DOC,DON,DO_N,DO_S_N,POC,PON,SALT_N,TDN,TN,TOC,TSS,ECOLI_CFU,ENTERO_CFU,FECCOL_CFU,TON,PHEA,KD_N,NO2F,NO3F,SIO4F,TDEP_N,CLOUD,PRECIP,TIDE,WAVHGT,WINDIR,WINSPD"
79,grb                                               ,grborwq   ,Oyster River                            ,43° 8' 2.40 N - 70° 54' 39.60 W,43.134,70.911,Active    ,Apr 2002-,nh        ,Great Bay                                         ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
80,grb                                               ,grbsqnut  ,Squamscott River                        ,43° 2' 29.76 N - 70° 55' 19.20 W,43.052403, 70.911811,Active    ,Apr 2002-,nh        ,Great Bay                                         ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DOC,DON,DO_N,DO_S_N,KD_N,POC,PON,SALT_N,TDN,TN,TOC,TSS,TON,PHEA,NO2F,NO3F,SIO4F,TDEP_N,CLOUD,PRECIP,TIDE,WAVHGT,WINDIR,WINSPD"
81,grb                                               ,grbsqwq   ,Squamscott River                        ,43° 2' 29.76 N - 70° 55' 19.20 W,43.052403,70.911811,Active    ,Jul 1997-,nh        ,Great Bay                                         ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
82,gtm                                               ,gtmfmnut  ,Fort Matanzas                           ,29° 44' 13.20 N - 81° 14' 45.60 W,29.737041,81.245953,Active    ,May 2002-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,2,2,P,"PO4F,NH4F,NO23F,CHLA_N,COLOR,DIN,DOC,DON,DOP,DO_N,ENTERO_MPN,FECCOL_CFU,PHEA,PHOSP,PH_N,PON,SALT_N,SECCHI,TDN,TDP,TKN,TKNF,TN,TON,TP,TSS,UNCCHLA_N,IRR0_N,IRR1_N,KD_N,TURB_N,NO2F,NO3F,ECOLI_MPN,SIO4F,POC"
83,gtm                                               ,gtmfmwq   ,Fort Matanzas                           ,29° 44' 13.20 N - 81° 14' 45.60 W,29.737041,81.245953,Active    ,Jan 2001-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
84,gtm                                               ,gtmpcmet  ,Pellicer Creek                          ,29° 39' 28.08 N - 81° 13' 58 W,29.657702,81.232743,Active    ,Sep 2002-,fl        ,Guana Tolomato Matanzas                           ,R         ,3B01B60E  ,-5        ,0,2,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
85,gtm                                               ,gtmpcnut  ,Pellicer Creek                          ,29° 40' 01 N - 81° 15' 27 W,29.667071,81.257403,Active    ,May 2002-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,2,2,P,"PO4F,NH4F,NO23F,CHLA_N,COLOR,DIN,DOC,DON,DOP,DO_N,ENTERO_MPN,FECCOL_CFU,PHEA,PHOSP,PH_N,PON,SALT_N,SECCHI,TDN,TDP,TKN,TKNF,TN,TON,TP,TSS,UNCCHLA_N,IRR0_N,IRR1_N,KD_N,TURB_N,NO2F,NO3F,ECOLI_MPN,SIO4F,POC"
86,gtm                                               ,gtmpcwq   ,Pellicer Creek                          ,29° 40' 01 N - 81° 15' 27 W,29.667071,81.257403,Active    ,Feb 2002-,fl        ,Guana Tolomato Matanzas                           ,R         ,3B02C790  ,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Level,cLevel,pH,Turb,ChlFluor,Depth,cDepth"
87,gtm                                               ,gtmpinut  ,Pine Island                             ,30° 3' 2.88 N - 81° 22' 3.00 W,30.050857,81.367465,Active    ,May 2002-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,2,2,P,"PO4F,NH4F,NO23F,CHLA_N,COLOR,DIN,DOC,DON,DOP,DO_N,ENTERO_MPN,FECCOL_CFU,PHEA,PHOSP,PH_N,PON,SALT_N,SECCHI,TDN,TDP,TKN,TKNF,TN,TON,TP,TSS,UNCCHLA_N,IRR0_N,IRR1_N,KD_N,TURB_N,NO2F,NO3F,ECOLI_MPN,SIO4F,POC"
88,gtm                                               ,gtmpiwq   ,Pine Island                             ,30° 3' 2.88 N - 81° 22' 3.00 W,30.050857,81.367465,Active    ,Jan 2001-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
89,gtm                                               ,gtmssnut  ,San Sebastian                           ,29° 52' 08 N - 81° 18' 27 W,29.868851,81.307428,Active    ,May 2002-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,2,2,P,"PO4F,NH4F,NO23F,CHLA_N,COLOR,DIN,DOC,DON,DOP,DO_N,ENTERO_MPN,FECCOL_CFU,PHEA,PHOSP,PH_N,PON,SALT_N,SECCHI,TDN,TDP,TKN,TKNF,TN,TON,TP,TSS,UNCCHLA_N,IRR0_N,IRR1_N,KD_N,TURB_N,NO2F,NO3F,ECOLI_MPN,SIO4F,POC"
90,gtm                                               ,gtmsswq   ,San Sebastian                           ,29° 52' 08 N - 81° 18' 27 W,29.868851,81.307428,Active    ,Feb 2002-,fl        ,Guana Tolomato Matanzas                           ,,,-5        ,1,2,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
492,hee                                               ,heer9wq   ,Reef 9                                  ,21° 26' 46.61 N - 157° 48' 06.59 W,21.44628,157.80183,Active    ,Feb 2020-,HI        ,Heeia                                             ,,,-10       ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
486,hee                                               ,heew2wq   ,Wai 2                                   ,21° 26' 17.92 N - 157° 48' 39.35 W,21.43831,157.81093,Active    ,Oct 2019-,HI        ,Heeia                                             ,R         ,3B00DFC0  ,-10       ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
489,hee                                               ,heew2nut  ,Wai 2                                   ,21° 26' 17.92 N - 157° 48' 39.35 W,21.43831,157.81093,Active    ,Jan 2019-,HI        ,Heeia                                             ,,,-10       ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,SIO4F,TURB_N"
494,hee                                               ,heekkwq   ,Kahookele                               ,21° 26' 08.95 N - 157° 48' 18.86 W,21.43582,157.80524,Active    ,Sep 2020-,HI        ,Heeia                                             ,,,-10       ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
495,hee                                               ,heer9nut  ,Reef 9                                  ,21° 26' 46.61 N - 157° 48' 06.59 W,21.44628,157.80183,Active    ,Feb 2020-,HI        ,Heeia                                             ,,,-10       ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,SIO4F,TURB_N"
496,hee                                               ,heekknut  ,Kahookele                               ,21° 26' 08.95 N - 157° 48' 18.86 W,21.43582,157.80524,Active    ,Oct 2020-,HI        ,Heeia                                             ,,,-10       ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,SIO4F,TURB_N"
499,hee                                               ,heelcmet  ,Lono Circle                             ,21° 25' 52.84 N - 157° 48' 55.00 W,21.4313450,157.8152783,Active    ,Oct 2021-,HI        ,Heeia                                             ,R         ,3B052656  ,-10       ,0,6,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
503,hee                                               ,heephwq   ,Papahana                                ,21° 24' 33.12 N - 157° 49' 23.52 W,21.4092,157.8232,Active    ,Jun 2022-,HI        ,Heeia                                             ,R         ,3B00EA5A  ,-10       ,1,6,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
510,hee                                               ,heephnut  ,Papahana                                ,21° 24' 33.12 N - 157° 49' 23.52 W,21.4092,157.8232,Active    ,Jan 2022-,HI        ,Heeia                                             ,,,-10       ,2,6,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,SIO4F,TURB_N"
504,hud                                               ,hudnpnut  ,Norrie Point                            ,41° 49' 54 N - 73° 56' 32 W,41.83167,73.94194,Active    ,Apr 2018-,NY        ,Hudson River                                      ,,,-5        ,2,0,S,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS,NO3F"
501,hud                                               ,hudflwq   ,Ferry Landing                           ,42° 21' 14.44 N - 73° 47' 20.72 W,42.3540111,73.7890889,Active    ,Apr 2022-,NY        ,Hudson River                                      ,R         ,3B03A08C  ,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
502,hud                                               ,hudflnut  ,Ferry Landing                           ,42° 21' 14.44 N - 73° 47' 20.72 W,42.3540111,73.7890889,Active    ,Apr 2022-,NY        ,Hudson River                                      ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS"
497,hud                                               ,hudbmnut  ,Bear Mountain                           ,41° 18' 51.62 N - 73° 59' 6.81 W,41.3143389,73.9852250,Active    ,Apr 2020-,NY        ,Hudson River                                      ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS,NO3F"
490,hud                                               ,hudbmwq   ,Bear Mountain                           ,41° 18' 51.62 N - 73° 59' 6.81 W,41.3143389,73.9852250,Active    ,Jan 2020-,NY        ,Hudson River                                      ,R         ,3B010580  ,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
483,hud                                               ,hudnpwq   ,Norrie Point                            ,41° 49' 54 N - 73° 56' 32 W,41.83167,73.94194,Active    ,Jan 2018-,NY        ,Hudson River                                      ,R         ,3B0467A6  ,-5        ,1,0,S,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
484,hud                                               ,hudnpmet  ,Norrie Point                            ,41° 49' 53 N - 73° 56' 32 W,41.83139,73.94222,Active    ,Jan 2018-,NY        ,Hudson River                                      ,R         ,3B01301A  ,-5        ,0,0,S,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
91,hud                                               ,hudfsmet  ,Field Station                           ,42° 1' 5.52 N - 73° 55' 1.20 W,42.0182,73.917,Active    ,Jan 2001-,ny        ,Hudson River                                      ,R         ,3B00B4F4  ,-5        ,0,0,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
92,hud                                               ,hudscnut  ,Stony Creek                             ,42° 2' 46.68 N - 73° 54' 38.88 W,42.0463,73.9108,Inactive  ,Feb 2002-Dec 2021,ny        ,Hudson River                                      ,,,-5        ,2,0,P,"PO4F,NH4F,NO3F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS,DOC,CLOUD,PRECIP"
93,hud                                               ,hudscwq   ,Stony Creek                             ,42° 2' 46.68 N - 73° 54' 38.88 W,42.0463,73.9108,Inactive  ,Apr 2002-Dec 2021,ny        ,Hudson River                                      ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
94,hud                                               ,hudsknut  ,Saw Kill                                ,42° 1' 1.82 N - 73° 54' 53.86 W,42.0171722,073.9149611,Inactive  ,Feb 2002-Dec 2019,ny        ,Hudson River                                      ,,,-5        ,2,0,P,"PO4F,NH4F,NO3F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS,DOC,CLOUD,PRECIP,TIDE"
95,hud                                               ,hudskwq   ,Saw Kill                                ,42° 1' 1.82 N - 73° 54' 53.86 W,42.0171722,73.9149611,Inactive  ,May 1995-Dec 2019,ny        ,Hudson River                                      ,,,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
96,hud                                               ,hudtnnut  ,Tivoli North Bay                        ,42° 2' 11.56 N - 73° 55' 31.17 W,42.0365457,73.9253240,Active    ,Feb 2002-,ny        ,Hudson River                                      ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS,NO3F,DOC,CLOUD,PRECIP,TIDE"
97,hud                                               ,hudtnwq   ,Tivoli North Bay                        ,42° 2' 11.56 N - 73° 55' 31.17 W,42.0365457,73.9253240,Active    ,Jul 1996-Dec 1996; Jul 1999-,ny        ,Hudson River                                      ,R         ,3B0550C6  ,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
98,hud                                               ,hudtsnut  ,Tivoli South Bay                        ,42° 1' 37.34 N - 73° 55' 33.45 W,42.0270378,73.9259569,Active    ,Feb 2002-,ny        ,Hudson River                                      ,,,-5        ,2,0,P,"PO4F,NH4F,NO23F,CHLA_N,ATEM_N,CL,DO_N,DO_S_N,PHEA,PH_N,SALT_N,SCON_N,SO4,TSS,NO3F,DOC,CLOUD,PRECIP,TIDE"
99,hud                                               ,hudtswq   ,Tivoli South Bay                        ,42° 1' 37.34 N - 73° 55' 33.45 W,42.0270378,73.9259569,Active    ,May 1995-,ny        ,Hudson River                                      ,R         ,3B00A782  ,-5        ,1,0,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb,ChlFluor"
127,jac                                               ,jacb5nut  ,Buoy 115                                ,39° 31' 7.68 N - 74° 17' 13.92 W,39.5188,74.2872,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,S,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N,DON,DOC,TDN,NO2F,NO3F"
128,jac                                               ,jacb6nut  ,Buoy 126                                ,39° 30' 28.44 N - 74° 20' 18.67 W,39.5079,74.3385,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N,DON,DOC,TDN,NO2F,NO3F"
129,jac                                               ,jacb6wq   ,Buoy 126                                ,39° 30' 28.44 N - 74° 20' 18.67 W,39.5079,74.3385,Active    ,Aug 1996-,nj        ,Jacques Cousteau                                  ,R         ,3B00C264  ,-5        ,1,1,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
130,jac                                               ,jacb9nut  ,Buoy 139                                ,39° 29' 52.59 N - 74° 22' 52.07 W,39.4979417,74.3811306,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N,DON,DOC,TDN,NO2F,NO3F"
131,jac                                               ,jacb9wq   ,Buoy 139                                ,39° 29' 52.59 N - 74° 22' 52.07 W,39.4979417,74.3811306,Active    ,Aug 1996-Dec 1998; May 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,1,1,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
132,jac                                               ,jacbanut  ,Lower Bank                              ,39° 35' 37.18 N - 74° 33' 5.44 W,39.5937,74.5515,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N,DON,DOC,TDN,NO2F,NO3F"
133,jac                                               ,jacbawq   ,Lower Bank                              ,39° 35' 37.18 N - 74° 33' 5.44 W,39.5937,74.5515,Active    ,Oct 1996-,nj        ,Jacques Cousteau                                  ,,,-5        ,1,1,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
134,jac                                               ,jacncmet  ,Nacote Creek                            ,39° 32' 6.00 N - 74° 27' 48.96 W,39.535,74.4636,Active    ,Oct 2002-,nj        ,Jacques Cousteau                                  ,R         ,3B00D112  ,-5        ,0,1,P,"ATemp,RH,BP,WSpd,MaxWSpd,MaxWSpdT,Wdir,SDWDir,TotPAR,TotPrcp,CumPrcp"
135,jac                                               ,jacnenut  ,Chestnut Neck                           ,39° 32' 52.37 N - 74° 27' 38.77 W,39.5479,74.4608,Active    ,Feb 2002-,nj        ,Jacques Cousteau                                  ,,,-5        ,2,1,P,"PO4F,NH4F,NO23F,CHLA_N,DIN,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N,DON,DOC,TDN,NO2F,NO3F"
136,jac                                               ,jacnewq   ,Chestnut Neck                           ,39° 32' 52.37 N - 74° 27' 38.77 W,39.5479,74.4608,Active    ,Aug 1996-,nj        ,Jacques Cousteau                                  ,R         ,3B03E386  ,-5        ,1,1,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb"
100,job                                               ,job06wq   ,Station 6                               ,17° 56'5.95 N - 66° 13' 40.56 W,17.934986,66.227933,Inactive  ,Dec 1996-Dec 1998,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb"
101,job                                               ,job09nut  ,Station 9                               ,17° 56' 35.0 N - 66° 14' 18.9 W,17.9430556,66.2385833,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,PHEA,NO3F,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N"
102,job                                               ,job09wq   ,Station 9                               ,17° 56' 35.0 N - 66° 14' 18.9 W,17.9430556,66.2385833,Active    ,Dec 1995-,pr        ,Jobos Bay                                         ,R         ,3B0424AC  ,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,cDepth"
103,job                                               ,job10nut  ,Station 10                              ,17° 56' 19.00 N - 66° 15' 27.85 W,17.938611,66.257736,Active    ,Jul 2002-,pr        ,Jobos Bay                                         ,,,-4        ,2,3,P,"PO4F,NH4F,NO2F,NO23F,CHLA_N,DIN,PHEA,NO3F,DO_N,DO_S_N,PH_N,SALT_N,SCON_N,TURB_N"
104,job                                               ,job10wq   ,Station 10                              ,17° 56' 19.00 N - 66° 15' 27.85 W,17.938611,66.257736,Active    ,Feb 1996-,pr        ,Jobos Bay                                         ,,,-4        ,1,3,P,"Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,pH,Turb,cDepth"
